,Home team,starttime,endtime,startwindow_start,startwindow_end,endwindow_start,endwindow_end
238,NYA,2015-07-05 13:05:00,2015-07-05 16:01:00,2015-07-05 11:35:00,2015-07-05 13:35:00,2015-07-05 15:31:00,2015-07-05 17:31:00
239,NYA,2015-07-07 19:05:00,2015-07-07 22:01:00,2015-07-07 17:35:00,2015-07-07 19:35:00,2015-07-07 21:31:00,2015-07-07 23:31:00
240,NYA,2015-07-08 19:05:00,2015-07-08 22:01:00,2015-07-08 17:35:00,2015-07-08 19:35:00,2015-07-08 21:31:00,2015-07-08 23:31:00
241,NYA,2015-07-09 13:05:00,2015-07-09 16:01:00,2015-07-09 11:35:00,2015-07-09 13:35:00,2015-07-09 15:31:00,2015-07-09 17:31:00
242,NYN,2015-07-10 19:10:00,2015-07-10 22:06:00,2015-07-10 17:40:00,2015-07-10 19:40:00,2015-07-10 21:36:00,2015-07-10 23:36:00
243,NYN,2015-07-11 16:05:00,2015-07-11 19:01:00,2015-07-11 14:35:00,2015-07-11 16:35:00,2015-07-11 18:31:00,2015-07-11 20:31:00
244,NYN,2015-07-12 13:10:00,2015-07-12 16:06:00,2015-07-12 11:40:00,2015-07-12 13:40:00,2015-07-12 15:36:00,2015-07-12 17:36:00
245,NYA,2015-07-17 19:05:00,2015-07-17 22:01:00,2015-07-17 17:35:00,2015-07-17 19:35:00,2015-07-17 21:31:00,2015-07-17 23:31:00
246,NYA,2015-07-18 13:05:00,2015-07-18 16:01:00,2015-07-18 11:35:00,2015-07-18 13:35:00,2015-07-18 15:31:00,2015-07-18 17:31:00
247,NYA,2015-07-19 13:05:00,2015-07-19 16:01:00,2015-07-19 11:35:00,2015-07-19 13:35:00,2015-07-19 15:31:00,2015-07-19 17:31:00
248,NYA,2015-07-21 19:05:00,2015-07-21 22:01:00,2015-07-21 17:35:00,2015-07-21 19:35:00,2015-07-21 21:31:00,2015-07-21 23:31:00
249,NYA,2015-07-22 19:05:00,2015-07-22 22:01:00,2015-07-22 17:35:00,2015-07-22 19:35:00,2015-07-22 21:31:00,2015-07-22 23:31:00
250,NYA,2015-07-23 13:05:00,2015-07-23 16:01:00,2015-07-23 11:35:00,2015-07-23 13:35:00,2015-07-23 15:31:00,2015-07-23 17:31:00
251,NYN,2015-07-23 19:10:00,2015-07-23 22:06:00,2015-07-23 17:40:00,2015-07-23 19:40:00,2015-07-23 21:36:00,2015-07-23 23:36:00
252,NYN,2015-07-24 19:10:00,2015-07-24 22:06:00,2015-07-24 17:40:00,2015-07-24 19:40:00,2015-07-24 21:36:00,2015-07-24 23:36:00
253,NYN,2015-07-25 19:10:00,2015-07-25 22:06:00,2015-07-25 17:40:00,2015-07-25 19:40:00,2015-07-25 21:36:00,2015-07-25 23:36:00
254,NYN,2015-07-26 13:10:00,2015-07-26 16:06:00,2015-07-26 11:40:00,2015-07-26 13:40:00,2015-07-26 15:36:00,2015-07-26 17:36:00
255,NYN,2015-07-28 19:10:00,2015-07-28 22:06:00,2015-07-28 17:40:00,2015-07-28 19:40:00,2015-07-28 21:36:00,2015-07-28 23:36:00
256,NYN,2015-07-29 19:10:00,2015-07-29 22:06:00,2015-07-29 17:40:00,2015-07-29 19:40:00,2015-07-29 21:36:00,2015-07-29 23:36:00
257,NYN,2015-07-30 13:10:00,2015-07-30 16:06:00,2015-07-30 11:40:00,2015-07-30 13:40:00,2015-07-30 15:36:00,2015-07-30 17:36:00
258,NYN,2015-07-31 19:10:00,2015-07-31 22:06:00,2015-07-31 17:40:00,2015-07-31 19:40:00,2015-07-31 21:36:00,2015-07-31 23:36:00
259,NYN,2015-08-01 19:10:00,2015-08-01 22:06:00,2015-08-01 17:40:00,2015-08-01 19:40:00,2015-08-01 21:36:00,2015-08-01 23:36:00
260,NYN,2015-08-02 13:10:00,2015-08-02 16:06:00,2015-08-02 11:40:00,2015-08-02 13:40:00,2015-08-02 15:36:00,2015-08-02 17:36:00
261,NYA,2015-08-04 19:05:00,2015-08-04 22:01:00,2015-08-04 17:35:00,2015-08-04 19:35:00,2015-08-04 21:31:00,2015-08-04 23:31:00
262,NYA,2015-08-05 19:05:00,2015-08-05 22:01:00,2015-08-05 17:35:00,2015-08-05 19:35:00,2015-08-05 21:31:00,2015-08-05 23:31:00
263,NYA,2015-08-06 19:05:00,2015-08-06 22:01:00,2015-08-06 17:35:00,2015-08-06 19:35:00,2015-08-06 21:31:00,2015-08-06 23:31:00
264,NYA,2015-08-07 19:05:00,2015-08-07 22:01:00,2015-08-07 17:35:00,2015-08-07 19:35:00,2015-08-07 21:31:00,2015-08-07 23:31:00
265,NYA,2015-08-08 13:05:00,2015-08-08 16:01:00,2015-08-08 11:35:00,2015-08-08 13:35:00,2015-08-08 15:31:00,2015-08-08 17:31:00
266,NYA,2015-08-09 13:05:00,2015-08-09 16:01:00,2015-08-09 11:35:00,2015-08-09 13:35:00,2015-08-09 15:31:00,2015-08-09 17:31:00
267,NYN,2015-08-10 19:10:00,2015-08-10 22:06:00,2015-08-10 17:40:00,2015-08-10 19:40:00,2015-08-10 21:36:00,2015-08-10 23:36:00
268,NYN,2015-08-11 19:10:00,2015-08-11 22:06:00,2015-08-11 17:40:00,2015-08-11 19:40:00,2015-08-11 21:36:00,2015-08-11 23:36:00
269,NYN,2015-08-12 19:10:00,2015-08-12 22:06:00,2015-08-12 17:40:00,2015-08-12 19:40:00,2015-08-12 21:36:00,2015-08-12 23:36:00
270,NYN,2015-08-13 13:10:00,2015-08-13 16:06:00,2015-08-13 11:40:00,2015-08-13 13:40:00,2015-08-13 15:36:00,2015-08-13 17:36:00
271,NYN,2015-08-14 19:10:00,2015-08-14 22:06:00,2015-08-14 17:40:00,2015-08-14 19:40:00,2015-08-14 21:36:00,2015-08-14 23:36:00
272,NYN,2015-08-15 19:10:00,2015-08-15 22:06:00,2015-08-15 17:40:00,2015-08-15 19:40:00,2015-08-15 21:36:00,2015-08-15 23:36:00
273,NYN,2015-08-16 13:10:00,2015-08-16 16:06:00,2015-08-16 11:40:00,2015-08-16 13:40:00,2015-08-16 15:36:00,2015-08-16 17:36:00
274,NYA,2015-08-17 19:05:00,2015-08-17 22:01:00,2015-08-17 17:35:00,2015-08-17 19:35:00,2015-08-17 21:31:00,2015-08-17 23:31:00
275,NYA,2015-08-18 19:05:00,2015-08-18 22:01:00,2015-08-18 17:35:00,2015-08-18 19:35:00,2015-08-18 21:31:00,2015-08-18 23:31:00
276,NYA,2015-08-19 13:05:00,2015-08-19 16:01:00,2015-08-19 11:35:00,2015-08-19 13:35:00,2015-08-19 15:31:00,2015-08-19 17:31:00
277,NYA,2015-08-20 19:05:00,2015-08-20 22:01:00,2015-08-20 17:35:00,2015-08-20 19:35:00,2015-08-20 21:31:00,2015-08-20 23:31:00
278,NYA,2015-08-21 19:05:00,2015-08-21 22:01:00,2015-08-21 17:35:00,2015-08-21 19:35:00,2015-08-21 21:31:00,2015-08-21 23:31:00
279,NYA,2015-08-22 13:05:00,2015-08-22 16:01:00,2015-08-22 11:35:00,2015-08-22 13:35:00,2015-08-22 15:31:00,2015-08-22 17:31:00
280,NYA,2015-08-23 13:05:00,2015-08-23 16:01:00,2015-08-23 11:35:00,2015-08-23 13:35:00,2015-08-23 15:31:00,2015-08-23 17:31:00
281,NYA,2015-08-24 19:05:00,2015-08-24 22:01:00,2015-08-24 17:35:00,2015-08-24 19:35:00,2015-08-24 21:31:00,2015-08-24 23:31:00
282,NYA,2015-08-25 19:05:00,2015-08-25 22:01:00,2015-08-25 17:35:00,2015-08-25 19:35:00,2015-08-25 21:31:00,2015-08-25 23:31:00
283,NYA,2015-08-26 13:05:00,2015-08-26 16:01:00,2015-08-26 11:35:00,2015-08-26 13:35:00,2015-08-26 15:31:00,2015-08-26 17:31:00
284,NYN,2015-08-28 19:10:00,2015-08-28 22:06:00,2015-08-28 17:40:00,2015-08-28 19:40:00,2015-08-28 21:36:00,2015-08-28 23:36:00
285,NYN,2015-08-29 16:05:00,2015-08-29 19:01:00,2015-08-29 14:35:00,2015-08-29 16:35:00,2015-08-29 18:31:00,2015-08-29 20:31:00
286,NYN,2015-08-30 13:10:00,2015-08-30 16:06:00,2015-08-30 11:40:00,2015-08-30 13:40:00,2015-08-30 15:36:00,2015-08-30 17:36:00
287,NYN,2015-08-31 19:10:00,2015-08-31 22:06:00,2015-08-31 17:40:00,2015-08-31 19:40:00,2015-08-31 21:36:00,2015-08-31 23:36:00
288,NYN,2015-09-01 19:10:00,2015-09-01 22:06:00,2015-09-01 17:40:00,2015-09-01 19:40:00,2015-09-01 21:36:00,2015-09-01 23:36:00
289,NYN,2015-09-02 19:10:00,2015-09-02 22:06:00,2015-09-02 17:40:00,2015-09-02 19:40:00,2015-09-02 21:36:00,2015-09-02 23:36:00
290,NYA,2015-09-04 19:05:00,2015-09-04 22:01:00,2015-09-04 17:35:00,2015-09-04 19:35:00,2015-09-04 21:31:00,2015-09-04 23:31:00
291,NYA,2015-09-05 13:05:00,2015-09-05 16:01:00,2015-09-05 11:35:00,2015-09-05 13:35:00,2015-09-05 15:31:00,2015-09-05 17:31:00
292,NYA,2015-09-06 13:05:00,2015-09-06 16:01:00,2015-09-06 11:35:00,2015-09-06 13:35:00,2015-09-06 15:31:00,2015-09-06 17:31:00
293,NYA,2015-09-07 13:05:00,2015-09-07 16:01:00,2015-09-07 11:35:00,2015-09-07 13:35:00,2015-09-07 15:31:00,2015-09-07 17:31:00
294,NYA,2015-09-08 19:05:00,2015-09-08 22:01:00,2015-09-08 17:35:00,2015-09-08 19:35:00,2015-09-08 21:31:00,2015-09-08 23:31:00
295,NYA,2015-09-09 19:05:00,2015-09-09 22:01:00,2015-09-09 17:35:00,2015-09-09 19:35:00,2015-09-09 21:31:00,2015-09-09 23:31:00
296,NYA,2015-09-11 19:05:00,2015-09-11 22:01:00,2015-09-11 17:35:00,2015-09-11 19:35:00,2015-09-11 21:31:00,2015-09-11 23:31:00
297,NYA,2015-09-12 13:05:00,2015-09-12 16:01:00,2015-09-12 11:35:00,2015-09-12 13:35:00,2015-09-12 15:31:00,2015-09-12 17:31:00
298,NYA,2015-09-13 13:05:00,2015-09-13 16:01:00,2015-09-13 11:35:00,2015-09-13 13:35:00,2015-09-13 15:31:00,2015-09-13 17:31:00
299,NYN,2015-09-14 19:10:00,2015-09-14 22:06:00,2015-09-14 17:40:00,2015-09-14 19:40:00,2015-09-14 21:36:00,2015-09-14 23:36:00
300,NYN,2015-09-15 19:10:00,2015-09-15 22:06:00,2015-09-15 17:40:00,2015-09-15 19:40:00,2015-09-15 21:36:00,2015-09-15 23:36:00
301,NYN,2015-09-16 19:10:00,2015-09-16 22:06:00,2015-09-16 17:40:00,2015-09-16 19:40:00,2015-09-16 21:36:00,2015-09-16 23:36:00
302,NYN,2015-09-18 19:10:00,2015-09-18 22:06:00,2015-09-18 17:40:00,2015-09-18 19:40:00,2015-09-18 21:36:00,2015-09-18 23:36:00
303,NYN,2015-09-19 16:05:00,2015-09-19 19:01:00,2015-09-19 14:35:00,2015-09-19 16:35:00,2015-09-19 18:31:00,2015-09-19 20:31:00
304,NYN,2015-09-20 13:10:00,2015-09-20 16:06:00,2015-09-20 11:40:00,2015-09-20 13:40:00,2015-09-20 15:36:00,2015-09-20 17:36:00
305,NYN,2015-09-21 19:10:00,2015-09-21 22:06:00,2015-09-21 17:40:00,2015-09-21 19:40:00,2015-09-21 21:36:00,2015-09-21 23:36:00
306,NYN,2015-09-22 19:10:00,2015-09-22 22:06:00,2015-09-22 17:40:00,2015-09-22 19:40:00,2015-09-22 21:36:00,2015-09-22 23:36:00
307,NYN,2015-09-23 19:10:00,2015-09-23 22:06:00,2015-09-23 17:40:00,2015-09-23 19:40:00,2015-09-23 21:36:00,2015-09-23 23:36:00
308,NYA,2015-09-24 19:05:00,2015-09-24 22:01:00,2015-09-24 17:35:00,2015-09-24 19:35:00,2015-09-24 21:31:00,2015-09-24 23:31:00
309,NYA,2015-09-25 19:05:00,2015-09-25 22:01:00,2015-09-25 17:35:00,2015-09-25 19:35:00,2015-09-25 21:31:00,2015-09-25 23:31:00
310,NYA,2015-09-26 13:05:00,2015-09-26 16:01:00,2015-09-26 11:35:00,2015-09-26 13:35:00,2015-09-26 15:31:00,2015-09-26 17:31:00
311,NYA,2015-09-27 13:05:00,2015-09-27 16:01:00,2015-09-27 11:35:00,2015-09-27 13:35:00,2015-09-27 15:31:00,2015-09-27 17:31:00
312,NYA,2015-09-28 19:05:00,2015-09-28 22:01:00,2015-09-28 17:35:00,2015-09-28 19:35:00,2015-09-28 21:31:00,2015-09-28 23:31:00
313,NYA,2015-09-29 19:05:00,2015-09-29 22:01:00,2015-09-29 17:35:00,2015-09-29 19:35:00,2015-09-29 21:31:00,2015-09-29 23:31:00
314,NYA,2015-09-30 19:05:00,2015-09-30 22:01:00,2015-09-30 17:35:00,2015-09-30 19:35:00,2015-09-30 21:31:00,2015-09-30 23:31:00
315,NYA,2015-10-01 19:05:00,2015-10-01 22:01:00,2015-10-01 17:35:00,2015-10-01 19:35:00,2015-10-01 21:31:00,2015-10-01 23:31:00
316,NYN,2015-10-03 19:10:00,2015-10-03 22:06:00,2015-10-03 17:40:00,2015-10-03 19:40:00,2015-10-03 21:36:00,2015-10-03 23:36:00
317,NYN,2015-10-04 13:10:00,2015-10-04 16:06:00,2015-10-04 11:40:00,2015-10-04 13:40:00,2015-10-04 15:36:00,2015-10-04 17:36:00
318,NYA,2016-04-06 19:05:00,2016-04-06 22:01:00,2016-04-06 17:35:00,2016-04-06 19:35:00,2016-04-06 21:31:00,2016-04-06 23:31:00
319,NYA,2016-04-07 13:05:00,2016-04-07 16:01:00,2016-04-07 11:35:00,2016-04-07 13:35:00,2016-04-07 15:31:00,2016-04-07 17:31:00
320,NYN,2016-04-08 13:10:00,2016-04-08 16:06:00,2016-04-08 11:40:00,2016-04-08 13:40:00,2016-04-08 15:36:00,2016-04-08 17:36:00
321,NYN,2016-04-09 19:10:00,2016-04-09 22:06:00,2016-04-09 17:40:00,2016-04-09 19:40:00,2016-04-09 21:36:00,2016-04-09 23:36:00
322,NYN,2016-04-10 13:10:00,2016-04-10 16:06:00,2016-04-10 11:40:00,2016-04-10 13:40:00,2016-04-10 15:36:00,2016-04-10 17:36:00
323,NYN,2016-04-11 19:10:00,2016-04-11 22:06:00,2016-04-11 17:40:00,2016-04-11 19:40:00,2016-04-11 21:36:00,2016-04-11 23:36:00
324,NYN,2016-04-12 19:10:00,2016-04-12 22:06:00,2016-04-12 17:40:00,2016-04-12 19:40:00,2016-04-12 21:36:00,2016-04-12 23:36:00
325,NYN,2016-04-13 13:10:00,2016-04-13 16:06:00,2016-04-13 11:40:00,2016-04-13 13:40:00,2016-04-13 15:36:00,2016-04-13 17:36:00
326,NYA,2016-04-15 19:05:00,2016-04-15 22:01:00,2016-04-15 17:35:00,2016-04-15 19:35:00,2016-04-15 21:31:00,2016-04-15 23:31:00
327,NYA,2016-04-16 13:05:00,2016-04-16 16:01:00,2016-04-16 11:35:00,2016-04-16 13:35:00,2016-04-16 15:31:00,2016-04-16 17:31:00
328,NYA,2016-04-17 13:05:00,2016-04-17 16:01:00,2016-04-17 11:35:00,2016-04-17 13:35:00,2016-04-17 15:31:00,2016-04-17 17:31:00
329,NYA,2016-04-19 19:05:00,2016-04-19 22:01:00,2016-04-19 17:35:00,2016-04-19 19:35:00,2016-04-19 21:31:00,2016-04-19 23:31:00
330,NYA,2016-04-20 19:05:00,2016-04-20 22:01:00,2016-04-20 17:35:00,2016-04-20 19:35:00,2016-04-20 21:31:00,2016-04-20 23:31:00
331,NYA,2016-04-21 19:05:00,2016-04-21 22:01:00,2016-04-21 17:35:00,2016-04-21 19:35:00,2016-04-21 21:31:00,2016-04-21 23:31:00
332,NYA,2016-04-22 19:05:00,2016-04-22 22:01:00,2016-04-22 17:35:00,2016-04-22 19:35:00,2016-04-22 21:31:00,2016-04-22 23:31:00
333,NYA,2016-04-23 13:05:00,2016-04-23 16:01:00,2016-04-23 11:35:00,2016-04-23 13:35:00,2016-04-23 15:31:00,2016-04-23 17:31:00
334,NYA,2016-04-24 13:05:00,2016-04-24 16:01:00,2016-04-24 11:35:00,2016-04-24 13:35:00,2016-04-24 15:31:00,2016-04-24 17:31:00
335,NYN,2016-04-25 19:10:00,2016-04-25 22:06:00,2016-04-25 17:40:00,2016-04-25 19:40:00,2016-04-25 21:36:00,2016-04-25 23:36:00
336,NYN,2016-04-26 19:10:00,2016-04-26 22:06:00,2016-04-26 17:40:00,2016-04-26 19:40:00,2016-04-26 21:36:00,2016-04-26 23:36:00
337,NYN,2016-04-27 19:10:00,2016-04-27 22:06:00,2016-04-27 17:40:00,2016-04-27 19:40:00,2016-04-27 21:36:00,2016-04-27 23:36:00
338,NYN,2016-04-29 19:10:00,2016-04-29 22:06:00,2016-04-29 17:40:00,2016-04-29 19:40:00,2016-04-29 21:36:00,2016-04-29 23:36:00
339,NYN,2016-04-30 16:05:00,2016-04-30 19:01:00,2016-04-30 14:35:00,2016-04-30 16:35:00,2016-04-30 18:31:00,2016-04-30 20:31:00
340,NYN,2016-05-01 13:10:00,2016-05-01 16:06:00,2016-05-01 11:40:00,2016-05-01 13:40:00,2016-05-01 15:36:00,2016-05-01 17:36:00
341,NYN,2016-05-02 19:10:00,2016-05-02 22:06:00,2016-05-02 17:40:00,2016-05-02 19:40:00,2016-05-02 21:36:00,2016-05-02 23:36:00
342,NYN,2016-05-03 19:10:00,2016-05-03 22:06:00,2016-05-03 17:40:00,2016-05-03 19:40:00,2016-05-03 21:36:00,2016-05-03 23:36:00
343,NYN,2016-05-04 13:10:00,2016-05-04 16:06:00,2016-05-04 11:40:00,2016-05-04 13:40:00,2016-05-04 15:36:00,2016-05-04 17:36:00
344,NYA,2016-05-06 19:05:00,2016-05-06 22:01:00,2016-05-06 17:35:00,2016-05-06 19:35:00,2016-05-06 21:31:00,2016-05-06 23:31:00
345,NYA,2016-05-07 13:05:00,2016-05-07 16:01:00,2016-05-07 11:35:00,2016-05-07 13:35:00,2016-05-07 15:31:00,2016-05-07 17:31:00
346,NYA,2016-05-08 19:05:00,2016-05-08 22:01:00,2016-05-08 17:35:00,2016-05-08 19:35:00,2016-05-08 21:31:00,2016-05-08 23:31:00
347,NYA,2016-05-09 19:05:00,2016-05-09 22:01:00,2016-05-09 17:35:00,2016-05-09 19:35:00,2016-05-09 21:31:00,2016-05-09 23:31:00
348,NYA,2016-05-10 19:05:00,2016-05-10 22:01:00,2016-05-10 17:35:00,2016-05-10 19:35:00,2016-05-10 21:31:00,2016-05-10 23:31:00
349,NYA,2016-05-11 19:05:00,2016-05-11 22:01:00,2016-05-11 17:35:00,2016-05-11 19:35:00,2016-05-11 21:31:00,2016-05-11 23:31:00
350,NYA,2016-05-12 19:05:00,2016-05-12 22:01:00,2016-05-12 17:35:00,2016-05-12 19:35:00,2016-05-12 21:31:00,2016-05-12 23:31:00
351,NYA,2016-05-13 19:05:00,2016-05-13 22:01:00,2016-05-13 17:35:00,2016-05-13 19:35:00,2016-05-13 21:31:00,2016-05-13 23:31:00
352,NYA,2016-05-14 13:05:00,2016-05-14 16:01:00,2016-05-14 11:35:00,2016-05-14 13:35:00,2016-05-14 15:31:00,2016-05-14 17:31:00
353,NYA,2016-05-15 13:05:00,2016-05-15 16:01:00,2016-05-15 11:35:00,2016-05-15 13:35:00,2016-05-15 15:31:00,2016-05-15 17:31:00
354,NYN,2016-05-17 19:10:00,2016-05-17 22:06:00,2016-05-17 17:40:00,2016-05-17 19:40:00,2016-05-17 21:36:00,2016-05-17 23:36:00
355,NYN,2016-05-18 19:10:00,2016-05-18 22:06:00,2016-05-18 17:40:00,2016-05-18 19:40:00,2016-05-18 21:36:00,2016-05-18 23:36:00
356,NYN,2016-05-19 19:10:00,2016-05-19 22:06:00,2016-05-19 17:40:00,2016-05-19 19:40:00,2016-05-19 21:36:00,2016-05-19 23:36:00
357,NYN,2016-05-20 19:10:00,2016-05-20 22:06:00,2016-05-20 17:40:00,2016-05-20 19:40:00,2016-05-20 21:36:00,2016-05-20 23:36:00
