,Home team,starttime,endtime,startwindow_start,startwindow_end,endwindow_start,endwindow_end
358,NYN,2016-05-21 16:05:00,2016-05-21 19:01:00,2016-05-21 14:35:00,2016-05-21 16:35:00,2016-05-21 18:31:00,2016-05-21 20:31:00
359,NYN,2016-05-22 13:10:00,2016-05-22 16:06:00,2016-05-22 11:40:00,2016-05-22 13:40:00,2016-05-22 15:36:00,2016-05-22 17:36:00
360,NYA,2016-05-24 19:05:00,2016-05-24 22:01:00,2016-05-24 17:35:00,2016-05-24 19:35:00,2016-05-24 21:31:00,2016-05-24 23:31:00
361,NYA,2016-05-25 19:05:00,2016-05-25 22:01:00,2016-05-25 17:35:00,2016-05-25 19:35:00,2016-05-25 21:31:00,2016-05-25 23:31:00
362,NYA,2016-05-26 13:05:00,2016-05-26 16:01:00,2016-05-26 11:35:00,2016-05-26 13:35:00,2016-05-26 15:31:00,2016-05-26 17:31:00
363,NYN,2016-05-27 19:10:00,2016-05-27 22:06:00,2016-05-27 17:40:00,2016-05-27 19:40:00,2016-05-27 21:36:00,2016-05-27 23:36:00
364,NYN,2016-05-28 19:10:00,2016-05-28 22:06:00,2016-05-28 17:40:00,2016-05-28 19:40:00,2016-05-28 21:36:00,2016-05-28 23:36:00
365,NYN,2016-05-29 19:10:00,2016-05-29 22:06:00,2016-05-29 17:40:00,2016-05-29 19:40:00,2016-05-29 21:36:00,2016-05-29 23:36:00
366,NYN,2016-05-30 13:10:00,2016-05-30 16:06:00,2016-05-30 11:40:00,2016-05-30 13:40:00,2016-05-30 15:36:00,2016-05-30 17:36:00
367,NYN,2016-05-31 19:10:00,2016-05-31 22:06:00,2016-05-31 17:40:00,2016-05-31 19:40:00,2016-05-31 21:36:00,2016-05-31 23:36:00
368,NYN,2016-06-01 13:10:00,2016-06-01 16:06:00,2016-06-01 11:40:00,2016-06-01 13:40:00,2016-06-01 15:36:00,2016-06-01 17:36:00
369,NYA,2016-06-06 19:05:00,2016-06-06 22:01:00,2016-06-06 17:35:00,2016-06-06 19:35:00,2016-06-06 21:31:00,2016-06-06 23:31:00
370,NYA,2016-06-07 19:05:00,2016-06-07 22:01:00,2016-06-07 17:35:00,2016-06-07 19:35:00,2016-06-07 21:31:00,2016-06-07 23:31:00
371,NYA,2016-06-08 19:05:00,2016-06-08 22:01:00,2016-06-08 17:35:00,2016-06-08 19:35:00,2016-06-08 21:31:00,2016-06-08 23:31:00
372,NYA,2016-06-09 19:05:00,2016-06-09 22:01:00,2016-06-09 17:35:00,2016-06-09 19:35:00,2016-06-09 21:31:00,2016-06-09 23:31:00
373,NYA,2016-06-10 19:05:00,2016-06-10 22:01:00,2016-06-10 17:35:00,2016-06-10 19:35:00,2016-06-10 21:31:00,2016-06-10 23:31:00
374,NYA,2016-06-11 19:05:00,2016-06-11 22:01:00,2016-06-11 17:35:00,2016-06-11 19:35:00,2016-06-11 21:31:00,2016-06-11 23:31:00
375,NYA,2016-06-12 13:05:00,2016-06-12 16:01:00,2016-06-12 11:35:00,2016-06-12 13:35:00,2016-06-12 15:31:00,2016-06-12 17:31:00
376,NYN,2016-06-14 19:10:00,2016-06-14 22:06:00,2016-06-14 17:40:00,2016-06-14 19:40:00,2016-06-14 21:36:00,2016-06-14 23:36:00
377,NYN,2016-06-15 19:10:00,2016-06-15 22:06:00,2016-06-15 17:40:00,2016-06-15 19:40:00,2016-06-15 21:36:00,2016-06-15 23:36:00
378,NYN,2016-06-16 19:10:00,2016-06-16 22:06:00,2016-06-16 17:40:00,2016-06-16 19:40:00,2016-06-16 21:36:00,2016-06-16 23:36:00
379,NYN,2016-06-17 19:10:00,2016-06-17 22:06:00,2016-06-17 17:40:00,2016-06-17 19:40:00,2016-06-17 21:36:00,2016-06-17 23:36:00
380,NYN,2016-06-18 19:10:00,2016-06-18 22:06:00,2016-06-18 17:40:00,2016-06-18 19:40:00,2016-06-18 21:36:00,2016-06-18 23:36:00
381,NYN,2016-06-19 13:10:00,2016-06-19 16:06:00,2016-06-19 11:40:00,2016-06-19 13:40:00,2016-06-19 15:36:00,2016-06-19 17:36:00
382,NYA,2016-06-21 19:05:00,2016-06-21 22:01:00,2016-06-21 17:35:00,2016-06-21 19:35:00,2016-06-21 21:31:00,2016-06-21 23:31:00
383,NYN,2016-06-21 19:10:00,2016-06-21 22:06:00,2016-06-21 17:40:00,2016-06-21 19:40:00,2016-06-21 21:36:00,2016-06-21 23:36:00
384,NYA,2016-06-22 13:05:00,2016-06-22 16:01:00,2016-06-22 11:35:00,2016-06-22 13:35:00,2016-06-22 15:31:00,2016-06-22 17:31:00
385,NYN,2016-06-22 13:10:00,2016-06-22 16:06:00,2016-06-22 11:40:00,2016-06-22 13:40:00,2016-06-22 15:36:00,2016-06-22 17:36:00
386,NYA,2016-06-24 19:05:00,2016-06-24 22:01:00,2016-06-24 17:35:00,2016-06-24 19:35:00,2016-06-24 21:31:00,2016-06-24 23:31:00
387,NYA,2016-06-25 13:05:00,2016-06-25 16:01:00,2016-06-25 11:35:00,2016-06-25 13:35:00,2016-06-25 15:31:00,2016-06-25 17:31:00
388,NYA,2016-06-26 13:05:00,2016-06-26 16:01:00,2016-06-26 11:35:00,2016-06-26 13:35:00,2016-06-26 15:31:00,2016-06-26 17:31:00
389,NYA,2016-06-27 19:05:00,2016-06-27 22:01:00,2016-06-27 17:35:00,2016-06-27 19:35:00,2016-06-27 21:31:00,2016-06-27 23:31:00
390,NYA,2016-06-28 19:05:00,2016-06-28 22:01:00,2016-06-28 17:35:00,2016-06-28 19:35:00,2016-06-28 21:31:00,2016-06-28 23:31:00
391,NYA,2016-06-29 19:05:00,2016-06-29 22:01:00,2016-06-29 17:35:00,2016-06-29 19:35:00,2016-06-29 21:31:00,2016-06-29 23:31:00
392,NYA,2016-06-30 13:05:00,2016-06-30 16:01:00,2016-06-30 11:35:00,2016-06-30 13:35:00,2016-06-30 15:31:00,2016-06-30 17:31:00
393,NYN,2016-06-30 19:10:00,2016-06-30 22:06:00,2016-06-30 17:40:00,2016-06-30 19:40:00,2016-06-30 21:36:00,2016-06-30 23:36:00
394,NYN,2016-07-01 19:10:00,2016-07-01 22:06:00,2016-07-01 17:40:00,2016-07-01 19:40:00,2016-07-01 21:36:00,2016-07-01 23:36:00
395,NYN,2016-07-02 19:10:00,2016-07-02 22:06:00,2016-07-02 17:40:00,2016-07-02 19:40:00,2016-07-02 21:36:00,2016-07-02 23:36:00
396,NYN,2016-07-03 13:10:00,2016-07-03 16:06:00,2016-07-03 11:40:00,2016-07-03 13:40:00,2016-07-03 15:36:00,2016-07-03 17:36:00
397,NYN,2016-07-04 13:10:00,2016-07-04 16:06:00,2016-07-04 11:40:00,2016-07-04 13:40:00,2016-07-04 15:36:00,2016-07-04 17:36:00
398,NYN,2016-07-05 19:10:00,2016-07-05 22:06:00,2016-07-05 17:40:00,2016-07-05 19:40:00,2016-07-05 21:36:00,2016-07-05 23:36:00
399,NYN,2016-07-06 13:10:00,2016-07-06 16:06:00,2016-07-06 11:40:00,2016-07-06 13:40:00,2016-07-06 15:36:00,2016-07-06 17:36:00
400,NYN,2016-07-07 19:10:00,2016-07-07 22:06:00,2016-07-07 17:40:00,2016-07-07 19:40:00,2016-07-07 21:36:00,2016-07-07 23:36:00
401,NYN,2016-07-08 19:10:00,2016-07-08 22:06:00,2016-07-08 17:40:00,2016-07-08 19:40:00,2016-07-08 21:36:00,2016-07-08 23:36:00
402,NYN,2016-07-09 19:10:00,2016-07-09 22:06:00,2016-07-09 17:40:00,2016-07-09 19:40:00,2016-07-09 21:36:00,2016-07-09 23:36:00
403,NYN,2016-07-10 13:10:00,2016-07-10 16:06:00,2016-07-10 11:40:00,2016-07-10 13:40:00,2016-07-10 15:36:00,2016-07-10 17:36:00
404,NYA,2016-07-15 19:05:00,2016-07-15 22:01:00,2016-07-15 17:35:00,2016-07-15 19:35:00,2016-07-15 21:31:00,2016-07-15 23:31:00
405,NYA,2016-07-16 13:05:00,2016-07-16 16:01:00,2016-07-16 11:35:00,2016-07-16 13:35:00,2016-07-16 15:31:00,2016-07-16 17:31:00
406,NYA,2016-07-17 19:05:00,2016-07-17 22:01:00,2016-07-17 17:35:00,2016-07-17 19:35:00,2016-07-17 21:31:00,2016-07-17 23:31:00
407,NYA,2016-07-18 19:05:00,2016-07-18 22:01:00,2016-07-18 17:35:00,2016-07-18 19:35:00,2016-07-18 21:31:00,2016-07-18 23:31:00
408,NYA,2016-07-19 19:05:00,2016-07-19 22:01:00,2016-07-19 17:35:00,2016-07-19 19:35:00,2016-07-19 21:31:00,2016-07-19 23:31:00
409,NYA,2016-07-20 19:05:00,2016-07-20 22:01:00,2016-07-20 17:35:00,2016-07-20 19:35:00,2016-07-20 21:31:00,2016-07-20 23:31:00
410,NYA,2016-07-21 13:05:00,2016-07-21 16:01:00,2016-07-21 11:35:00,2016-07-21 13:35:00,2016-07-21 15:31:00,2016-07-21 17:31:00
411,NYA,2016-07-22 19:05:00,2016-07-22 22:01:00,2016-07-22 17:35:00,2016-07-22 19:35:00,2016-07-22 21:31:00,2016-07-22 23:31:00
412,NYA,2016-07-23 13:05:00,2016-07-23 16:01:00,2016-07-23 11:35:00,2016-07-23 13:35:00,2016-07-23 15:31:00,2016-07-23 17:31:00
413,NYA,2016-07-24 13:05:00,2016-07-24 16:01:00,2016-07-24 11:35:00,2016-07-24 13:35:00,2016-07-24 15:31:00,2016-07-24 17:31:00
414,NYN,2016-07-26 19:10:00,2016-07-26 22:06:00,2016-07-26 17:40:00,2016-07-26 19:40:00,2016-07-26 21:36:00,2016-07-26 23:36:00
415,NYN,2016-07-27 19:10:00,2016-07-27 22:06:00,2016-07-27 17:40:00,2016-07-27 19:40:00,2016-07-27 21:36:00,2016-07-27 23:36:00
416,NYN,2016-07-28 13:10:00,2016-07-28 16:06:00,2016-07-28 11:40:00,2016-07-28 13:40:00,2016-07-28 15:36:00,2016-07-28 17:36:00
417,NYN,2016-07-29 19:10:00,2016-07-29 22:06:00,2016-07-29 17:40:00,2016-07-29 19:40:00,2016-07-29 21:36:00,2016-07-29 23:36:00
418,NYN,2016-07-30 19:10:00,2016-07-30 22:06:00,2016-07-30 17:40:00,2016-07-30 19:40:00,2016-07-30 21:36:00,2016-07-30 23:36:00
419,NYN,2016-07-31 13:10:00,2016-07-31 16:06:00,2016-07-31 11:40:00,2016-07-31 13:40:00,2016-07-31 15:36:00,2016-07-31 17:36:00
420,NYN,2016-08-01 19:10:00,2016-08-01 22:06:00,2016-08-01 17:40:00,2016-08-01 19:40:00,2016-08-01 21:36:00,2016-08-01 23:36:00
421,NYN,2016-08-02 19:10:00,2016-08-02 22:06:00,2016-08-02 17:40:00,2016-08-02 19:40:00,2016-08-02 21:36:00,2016-08-02 23:36:00
422,NYA,2016-08-03 19:05:00,2016-08-03 22:01:00,2016-08-03 17:35:00,2016-08-03 19:35:00,2016-08-03 21:31:00,2016-08-03 23:31:00
423,NYA,2016-08-04 19:05:00,2016-08-04 22:01:00,2016-08-04 17:35:00,2016-08-04 19:35:00,2016-08-04 21:31:00,2016-08-04 23:31:00
424,NYA,2016-08-05 19:05:00,2016-08-05 22:01:00,2016-08-05 17:35:00,2016-08-05 19:35:00,2016-08-05 21:31:00,2016-08-05 23:31:00
425,NYA,2016-08-06 13:05:00,2016-08-06 16:01:00,2016-08-06 11:35:00,2016-08-06 13:35:00,2016-08-06 15:31:00,2016-08-06 17:31:00
426,NYA,2016-08-07 13:05:00,2016-08-07 16:01:00,2016-08-07 11:35:00,2016-08-07 13:35:00,2016-08-07 15:31:00,2016-08-07 17:31:00
427,NYN,2016-08-09 19:10:00,2016-08-09 22:06:00,2016-08-09 17:40:00,2016-08-09 19:40:00,2016-08-09 21:36:00,2016-08-09 23:36:00
428,NYN,2016-08-10 19:10:00,2016-08-10 22:06:00,2016-08-10 17:40:00,2016-08-10 19:40:00,2016-08-10 21:36:00,2016-08-10 23:36:00
429,NYN,2016-08-11 13:10:00,2016-08-11 16:06:00,2016-08-11 11:40:00,2016-08-11 13:40:00,2016-08-11 15:36:00,2016-08-11 17:36:00
430,NYA,2016-08-12 19:05:00,2016-08-12 22:01:00,2016-08-12 17:35:00,2016-08-12 19:35:00,2016-08-12 21:31:00,2016-08-12 23:31:00
431,NYN,2016-08-12 19:10:00,2016-08-12 22:06:00,2016-08-12 17:40:00,2016-08-12 19:40:00,2016-08-12 21:36:00,2016-08-12 23:36:00
432,NYA,2016-08-13 13:05:00,2016-08-13 16:01:00,2016-08-13 11:35:00,2016-08-13 13:35:00,2016-08-13 15:31:00,2016-08-13 17:31:00
433,NYN,2016-08-13 19:10:00,2016-08-13 22:06:00,2016-08-13 17:40:00,2016-08-13 19:40:00,2016-08-13 21:36:00,2016-08-13 23:36:00
434,NYA,2016-08-14 13:05:00,2016-08-14 16:01:00,2016-08-14 11:35:00,2016-08-14 13:35:00,2016-08-14 15:31:00,2016-08-14 17:31:00
435,NYN,2016-08-14 13:10:00,2016-08-14 16:06:00,2016-08-14 11:40:00,2016-08-14 13:40:00,2016-08-14 15:36:00,2016-08-14 17:36:00
436,NYA,2016-08-15 19:05:00,2016-08-15 22:01:00,2016-08-15 17:35:00,2016-08-15 19:35:00,2016-08-15 21:31:00,2016-08-15 23:31:00
437,NYA,2016-08-16 19:05:00,2016-08-16 22:01:00,2016-08-16 17:35:00,2016-08-16 19:35:00,2016-08-16 21:31:00,2016-08-16 23:31:00
438,NYA,2016-08-17 13:05:00,2016-08-17 16:01:00,2016-08-17 11:35:00,2016-08-17 13:35:00,2016-08-17 15:31:00,2016-08-17 17:31:00
439,NYA,2016-08-26 19:05:00,2016-08-26 22:01:00,2016-08-26 17:35:00,2016-08-26 19:35:00,2016-08-26 21:31:00,2016-08-26 23:31:00
440,NYN,2016-08-26 19:10:00,2016-08-26 22:06:00,2016-08-26 17:40:00,2016-08-26 19:40:00,2016-08-26 21:36:00,2016-08-26 23:36:00
441,NYA,2016-08-27 13:05:00,2016-08-27 16:01:00,2016-08-27 11:35:00,2016-08-27 13:35:00,2016-08-27 15:31:00,2016-08-27 17:31:00
442,NYN,2016-08-27 19:10:00,2016-08-27 22:06:00,2016-08-27 17:40:00,2016-08-27 19:40:00,2016-08-27 21:36:00,2016-08-27 23:36:00
443,NYA,2016-08-28 13:05:00,2016-08-28 16:01:00,2016-08-28 11:35:00,2016-08-28 13:35:00,2016-08-28 15:31:00,2016-08-28 17:31:00
444,NYN,2016-08-28 13:10:00,2016-08-28 16:06:00,2016-08-28 11:40:00,2016-08-28 13:40:00,2016-08-28 15:36:00,2016-08-28 17:36:00
445,NYN,2016-08-29 19:10:00,2016-08-29 22:06:00,2016-08-29 17:40:00,2016-08-29 19:40:00,2016-08-29 21:36:00,2016-08-29 23:36:00
446,NYN,2016-08-30 19:10:00,2016-08-30 22:06:00,2016-08-30 17:40:00,2016-08-30 19:40:00,2016-08-30 21:36:00,2016-08-30 23:36:00
447,NYN,2016-08-31 19:10:00,2016-08-31 22:06:00,2016-08-31 17:40:00,2016-08-31 19:40:00,2016-08-31 21:36:00,2016-08-31 23:36:00
448,NYN,2016-09-01 19:10:00,2016-09-01 22:06:00,2016-09-01 17:40:00,2016-09-01 19:40:00,2016-09-01 21:36:00,2016-09-01 23:36:00
449,NYN,2016-09-02 19:10:00,2016-09-02 22:06:00,2016-09-02 17:40:00,2016-09-02 19:40:00,2016-09-02 21:36:00,2016-09-02 23:36:00
450,NYN,2016-09-03 19:10:00,2016-09-03 22:06:00,2016-09-03 17:40:00,2016-09-03 19:40:00,2016-09-03 21:36:00,2016-09-03 23:36:00
451,NYN,2016-09-04 13:10:00,2016-09-04 16:06:00,2016-09-04 11:40:00,2016-09-04 13:40:00,2016-09-04 15:36:00,2016-09-04 17:36:00
452,NYA,2016-09-05 13:05:00,2016-09-05 16:01:00,2016-09-05 11:35:00,2016-09-05 13:35:00,2016-09-05 15:31:00,2016-09-05 17:31:00
453,NYA,2016-09-06 19:05:00,2016-09-06 22:01:00,2016-09-06 17:35:00,2016-09-06 19:35:00,2016-09-06 21:31:00,2016-09-06 23:31:00
454,NYA,2016-09-07 19:05:00,2016-09-07 22:01:00,2016-09-07 17:35:00,2016-09-07 19:35:00,2016-09-07 21:31:00,2016-09-07 23:31:00
455,NYA,2016-09-08 19:05:00,2016-09-08 22:01:00,2016-09-08 17:35:00,2016-09-08 19:35:00,2016-09-08 21:31:00,2016-09-08 23:31:00
456,NYA,2016-09-09 19:05:00,2016-09-09 22:01:00,2016-09-09 17:35:00,2016-09-09 19:35:00,2016-09-09 21:31:00,2016-09-09 23:31:00
457,NYA,2016-09-10 13:05:00,2016-09-10 16:01:00,2016-09-10 11:35:00,2016-09-10 13:35:00,2016-09-10 15:31:00,2016-09-10 17:31:00
458,NYA,2016-09-11 13:05:00,2016-09-11 16:01:00,2016-09-11 11:35:00,2016-09-11 13:35:00,2016-09-11 15:31:00,2016-09-11 17:31:00
459,NYA,2016-09-12 19:05:00,2016-09-12 22:01:00,2016-09-12 17:35:00,2016-09-12 19:35:00,2016-09-12 21:31:00,2016-09-12 23:31:00
460,NYA,2016-09-13 19:05:00,2016-09-13 22:01:00,2016-09-13 17:35:00,2016-09-13 19:35:00,2016-09-13 21:31:00,2016-09-13 23:31:00
461,NYA,2016-09-14 13:05:00,2016-09-14 16:01:00,2016-09-14 11:35:00,2016-09-14 13:35:00,2016-09-14 15:31:00,2016-09-14 17:31:00
462,NYN,2016-09-16 19:10:00,2016-09-16 22:06:00,2016-09-16 17:40:00,2016-09-16 19:40:00,2016-09-16 21:36:00,2016-09-16 23:36:00
463,NYN,2016-09-17 19:10:00,2016-09-17 22:06:00,2016-09-17 17:40:00,2016-09-17 19:40:00,2016-09-17 21:36:00,2016-09-17 23:36:00
464,NYN,2016-09-18 13:10:00,2016-09-18 16:06:00,2016-09-18 11:40:00,2016-09-18 13:40:00,2016-09-18 15:36:00,2016-09-18 17:36:00
465,NYN,2016-09-19 19:10:00,2016-09-19 22:06:00,2016-09-19 17:40:00,2016-09-19 19:40:00,2016-09-19 21:36:00,2016-09-19 23:36:00
466,NYN,2016-09-20 19:10:00,2016-09-20 22:06:00,2016-09-20 17:40:00,2016-09-20 19:40:00,2016-09-20 21:36:00,2016-09-20 23:36:00
467,NYN,2016-09-21 19:10:00,2016-09-21 22:06:00,2016-09-21 17:40:00,2016-09-21 19:40:00,2016-09-21 21:36:00,2016-09-21 23:36:00
468,NYN,2016-09-22 19:10:00,2016-09-22 22:06:00,2016-09-22 17:40:00,2016-09-22 19:40:00,2016-09-22 21:36:00,2016-09-22 23:36:00
469,NYN,2016-09-23 19:10:00,2016-09-23 22:06:00,2016-09-23 17:40:00,2016-09-23 19:40:00,2016-09-23 21:36:00,2016-09-23 23:36:00
470,NYN,2016-09-24 19:10:00,2016-09-24 22:06:00,2016-09-24 17:40:00,2016-09-24 19:40:00,2016-09-24 21:36:00,2016-09-24 23:36:00
471,NYN,2016-09-25 13:10:00,2016-09-25 16:06:00,2016-09-25 11:40:00,2016-09-25 13:40:00,2016-09-25 15:36:00,2016-09-25 17:36:00
472,NYA,2016-09-27 19:05:00,2016-09-27 22:01:00,2016-09-27 17:35:00,2016-09-27 19:35:00,2016-09-27 21:31:00,2016-09-27 23:31:00
473,NYA,2016-09-28 19:05:00,2016-09-28 22:01:00,2016-09-28 17:35:00,2016-09-28 19:35:00,2016-09-28 21:31:00,2016-09-28 23:31:00
474,NYA,2016-09-29 19:05:00,2016-09-29 22:01:00,2016-09-29 17:35:00,2016-09-29 19:35:00,2016-09-29 21:31:00,2016-09-29 23:31:00
475,NYA,2016-09-30 19:05:00,2016-09-30 22:01:00,2016-09-30 17:35:00,2016-09-30 19:35:00,2016-09-30 21:31:00,2016-09-30 23:31:00
476,NYA,2016-10-01 13:05:00,2016-10-01 16:01:00,2016-10-01 11:35:00,2016-10-01 13:35:00,2016-10-01 15:31:00,2016-10-01 17:31:00
477,NYA,2016-10-02 13:05:00,2016-10-02 16:01:00,2016-10-02 11:35:00,2016-10-02 13:35:00,2016-10-02 15:31:00,2016-10-02 17:31:00
